Nationality,ID,letter,text,,
British,na_uk_33,52,"The last time I wrote I think I told you we had lost our comfortable job on\nrailheads. We have been shifted from General Headquarters and are at\nthe most godforsaken hole there can possibly be in France. We had a\nrotten journey raining all the time. Reveille* was at 4am and we\neventually left the station about 10am. The accommodation consisted of\nthe old cattle trucks, and rations of bully and biscuits. It was a very cold\nand uncomfortable journey.\nWe arrived at our destination about 4.30pm and after standing in the rain\nfor 2½ hours with full pack on, we set out on a ten mile march. It’s the\nworst march I’ve ever done. The majority of us at the finish were\nabsolutely knocked up and were only too glad to crawl into the billets\nbefore going to bed, which was about 12pm. They gave us a mug of tea\n(the first we had since six in the morning) and best of all a ration of rum.\nThe up to date soldier kit to carry about from place to place consists of\n150 rounds of ammunition, inside the pack; overcoat, fur coat, two pairs\nsocks, one pants, one shirt, ground sheet, iron rations [emergency food\nsupply]. Outside pack; Mackintosh and mess tin, in haversack; cleaning\nkit, hold all, 24lbs rations, soap and towel, and on top of that extras such\nas handkerchiefs, plate, mug, tobacco, etc, two smoke helmets* in a\nsatchel slung over the shoulder, a respirator in the left flap of a tunic and\nfield dressing on the right, and of course the rifle, in all it’s no light weight\non a long march, it takes all one’s strength and staying power to keep\ngoing.\nWe are billeted in a barn and have a sea of mud to get through. We have\nno boards, so sleep on the ground, fires are not allowed in the billet and\nat night time it’s devilish cold.\nIn the village there is a little general shop (now nearly sold out), one pub\nwhere they sell something they charge 2½d for and call beer, there are\nno shops of any description and of course no amusements.\nRations are not so good now (today’s dinner, Sunday, bully beef, stew\nand two potatoes between 35 men. We have a loaf and a bit (small loaf)\nand two tins of jam between seven men, the short bread issue being\naugmented by the world famous army biscuits.\nOur captain is a perfect gentleman and about the most popular man in\nthe regiment, the junior captain (an absolute sport) and the platoon\nofficers are all very decent sort of fellows. We appear to be much better\noff in this respect than before, and certainly think that D. Co. has got as\ngood a selection of officers as any other company in the battalion. One of\nour fellows ran across a number of Audit R.E.s and they enquired after\nMaggs and myself.\nFreddy or\nWhat’s left of him after some very stiff marching.",,
British,na_uk_34,53,"Dear Mr Hunt,\nI expect you have heard at the office about me being in England suffering\nfrom gas poisoning, and as it is quite a long time since I last wrote to\nyou, no doubt a few lines will be acceptable, to explain matters.\nWe left the trenches at Vimy Ridge on July 5th, and marching back about\n14 miles we eventually reached a village named Ostreville for the purpose\nof having a divisional rest. The signallers thought an orchard would be\nvery convenient to erect bivouacs in, so when we were busy carrying out\nthis idea an old Frenchman appeared at the scene, and raised objections.\nHowever he agreed at last to allow us in at one end of the orchard,\nthinking, I suppose, that we would wander about his place! We had an\nenjoyable time here for six days, and then had to return to our old billets\nnear Mount St. Eloi until the whole of the division had retired. We guessed\nby this move that our ‘rest’ was over, and the following days were spent\nin marching, and travelling by motor lorries and train until we arrived at\nMericourt Station on July 21st near Albert.\nAfter a delightful swim in the river near the billet we marched off the\nfollowing night, to take part in the ‘big push.’ We slept in an open field\nthat night near Fricourt farm, and were rather rudely awakened by a few\nGerman shells landing near us.\nFor five days we were lying in reserve in this district, and occupied our\ntime in watching an army of men at work in the valley, making roads,\nrailways, boring for water and laying down water pipes, also practicing\nattacks in the old trenches. It was very interesting to see the great\namount of artillery, busy practically all day and night, and to read their\nmessages sent by visual signalling [often using lights] from a ridge across\nthe valley.\nOur period in reserve being up, we moved to Mametz Wood to lie there in\nsupport for five days, before going into the trenches at High Wood. On\narrival at the edge of the wood at night, we were welcomed by a big dose\nof gas shells and shrapnel, which was applied steadily throughout the\nnight by the German artillery. Having to assist in putting our signalling\ngear into a hole for safety, I was prevented from using my respirator for\nthe first quarter of an hour, as we could not see on account of the\ndarkness and dust made by the ammunition columns rushing along the\nroad, and it was during this time that I must have breathed in enough gas\nto put me out of action. Afterwards of course respirators were used, when\nwe were settled in holes by the roadside for the night.\nI remained with the battalion until I was sent to the casualty clearing\nstation on August 3rd and reached Rouen hospital the next day. I had to\nwait until the 9th and crossed the channel from Havre to Southampton on\nthe New Zealand ship Marama, with about 800 other patients, the day\nafter. It was a splendid boat with every convenience for carrying wounded\nmen, and the sisters and orderlies were colonials.\nIt was last Friday week when I arrived here, and must say it is very\ncomfortable and quiet. I had to remain in bed until last Saturday, but of\ncourse I cannot do any route marching yet! So I have to take life quietly,\nwhich is no hardship I can assure you after France. I am on an ordinary\ndiet, and taking medicine.\nI hear you have Mr Symons back again, is that so? And is he back in the\nsame old spot? I hope he is pretty fit, although I suppose there must be\nsomething wrong with him, to be back again.\nI suppose things are as quiet as usual with you. Have you had your\nholidays yet? This is about your time I believe. I shall be glad of a few\nlines when you have time, to hear the latest about the office. I hope you\nare keeping fit, also Mr J.B. Taylor and Mr Woodhams and with kind\nregards to you all. Yours sincerely,\nFrosty.\nP.S. It is a treat to write a letter without the censor’s shadow over one!",,
British,na_uk_35,54,"Dear Mr Hunt,\nThanks very much for your letter which I received a week or two ago, also\nfor the magazine.\nWe are in the trenches just now. In fact we seem to spend about three\ntimes as much time in as we do out. Also we are in a pretty warm spot, it\nwas about here, towards the end of last summer that the French and\nGerman had some of the fiercest fighting of the war. The country around\nabout is a veritable maze of trenches. The fighting at one time was so\nfierce that there was only time just to bury the dead in the sides of the\ntrenches, and now that the trenches have crumpled one is constantly\nseeing the bones of men’s legs or their boots, or skulls sticking out from\nthe sides of the trenches, pleasant, eh? There will be a pleasant smell\nhere in the summer. I only hope we are not here then. In places we are\nonly about twenty yards away from Fritz and company. Consequently all\ntimes the air is pretty thick with bombs, grenades and trench mortars.\nThese last are pretty hellish sort of toys. They have an explosion like\nabout ten earthquakes rolled into one. But even these are not the worst\nwe have to put up with. The trenches being so close together there is of\ncourse any amount of mining going on. So one never knows when the\nparticular lump of earth one is standing on is going to take a trip through\nthe solar regions. When a mine does go up, there is some excitement\nknocking about I can tell you. Suppose for instance we were going to\nexplode one, all the artillery in the neighbourhood is ranged on the spot\nand directly the mine is exploded, there is hell let loose on the crater. Of\ncourse as soon as he gets the range the enemy replies, so that the air is\nfairly full of everything that kills quickly. One can on these occasions\nalways rely on a good many casualties. Since we have been in this spasm\nthere have been five exploded in this neighbourhood, while others are\nexpected to go up at any time. So much for conditions here.\nHow is everything in town? Pretty quiet I suppose. I see you’ve had the\nzepps (Zeppelins) over again? Is it a fact that one dropped in the\nThames? (Lines censored.) That is about all the news, so will close,\nkindest regards to everybody. Yours very sincerely,\nGilbert Williams.",,
British,na_uk_36,55,"Dear Mr Smith,\nI hope you will accept my apology for not writing before. It has not been\nwant of will it has been lack of opportunity. I wonder how you all are. I\nam fairly well now but was very queer for several weeks recently. I also\noften wonder how you are all getting on and should like to hear.\nA matter of about five minutes ago Fritz was bombing us, and I have just\ngot up off the ground where I was laying for about twenty minutes. One\nfellow has been hit, but not severely by shrapnel. This is his second visit\nthis evening.\nIt will soon be twelve months since I left you. It seems a very long time\nago. I am afraid I have very little I may tell you, so will conclude by\nasking you to accept my best wishes for the New year and desiring that\nyou will remember me kindly to any enquiring friends. Believe me, dear\nMr Smith, sincerely yours,\nW. Wiggs",,
British,na_uk_37,56,"Sunday\nDear Charlie,\nHow are things going with you now? I expect like the rest of us will be\nglad when the better weather sets in for there is no doubt about it, it has\nbeen rough lately.\nSince I last wrote to you we have shifted to another part of the line and it\nis a warm shop, for both sides must have all guns they can find and it is\nnothing but one long duel all day and every day but thank goodness it\ngives over a bit a night so that one can get on with their work. You see of\na night the flashes of the guns can be seen so plainly that is why they do\nnot fire a lot then.\nJust on our right our people retook some trenches we had lost, oh what a\nrough time the poor devils had, snow and mud as much as you like and\nthey had to lay in it for two days and grub could not be got to them. I\nexpect there have been a few more from Paddington called up by now, it\nseems if the authorities mean to have all the men they want and if they\ncan’t get them one way they will another, and it certainly looks as if they\nwill be wanted for out here. One cannot see any signs of an early\nsettlement. I see by the papers that the air raids have been busy in\nEngland again. I suppose you have not seen anything of them yet, has\nRory Moore had any more frights? We have the taubes [German aircraft]\nover our hospital nearly every day or night and I can tell you we got some\nstarts at times. The nearest we have to them since I have been here is\njust one yard from the main door, at 12.30 it blew in two pairs of double\ndoors and shattered on end of the building to bits but not a great deal of\ndamage to life which after all is the main thing. The arrangements we in\nwork is five or six days up the line and four or five down if you are lucky.\nOf course at times these arrangements go to pot when there is an attack\nand we get a warm time and I should like to enlarge on these things but\nof course you understand I cannot.\nGive my kind regards to all and trusting you are well.\nYours Will",,
British,na_uk_38,57,"Dear Mr W.H. Davies,\n\nJust a line to let you know I have not forgotten you. I received a letter on\nTuesday 3rd of January 1917 which you sent to me on August 24th 1916.\nBy the marking on the envelope it has been round to various regiments\nand officers, but it has arrived quite safe at last. I received the letter you\nwrote in October quite safe. I am sorry I have not written before but we\nwere rather busy when I received your last letter and we could not send\nmore than a field card for about a month. Well I am pleased to tell you\nthat I am still going on first rate. I expect you will be surprised to hear\nthat I have left the Northamptonshire Regiment and am now attached to\nthe Army Printing and Stationary Services. We are opening a new branch\nin the photography line and I am here as a photographer.\nI am unable to tell you more than this up to the present. I expect Harry\nwill be pleased to hear this as he used to give me quite a lot of tuition in\nthis respect.\nThere are only two of us here up to the present and as the dark rooms\nare not finished yet we are having an easy time. The Officer is away in\nEngland just now getting some more photographic apparatus so we are\non our own and I am in charge.\nWe are billeted with a company of Australian electricians, mechanics,\nmining and boring engineers and are having a fine time. There are a good\nlot of fellows and make us very welcome. We had a grand Xmas with\nthem and they know how to enjoy themselves. You can understand what\na change this is after being in the line. Just before I came on this job we\nhad over a month in and out of the line waiting to go over the top when\nthe weather was favourable.\nWe went in for four days then out for a rest for about three days then\nback again. The water was over our knees in the trenches and it was\nimpossible to use the communication trenches at all. We were holding the\nfront line with two platoons (I should say our boys’ section of the line).\nOur platoon was twenty two strong including the Officer, and during the\nbombardment we had eight put out in ten minutes. There were no\ndugouts of any description there, so you can imagine what it was like to\nstand there for four nights. We hoped the weather would be alright so\nthat we could go over and get it done with but it was not to be. We were\nout digging one night when they let us have it for five hours with gas\nshells, we had two chaps hit with them and put right out.\nThe sights and smells were awful, as a good many of the chaps lay just as\nthey fell during the advance. It was impossible to bury them. Also there\nwere about a dozen dead horses round about in the mud that were killed\nby shell fire while bringing up ammunition for the guns. Our guns never\ncease down there, as soon as one section stop, another lot open out so\nyou can tell there is Somme noise.\nThe last time we came out, was for forty eight hours’ rest then in again\nand over, but the troops were in such a bad condition that the doctor sent\nin a report saying we were not fit for the line so two other regiments in\nour division went over in our place.\nWe were held in reserve and I am glad to say not required after all. Well I\nthink this is about all, for now, I have been with the A.P. & S.S. since\nDecember 1st and I can tell you, I hope I shall stop here. I have no desire\nto go back to the line. Kindly remember me to all old friends. With kind\nregards to yourself and all on Section 4.\nYours sincerely, H.A. Skilling\nNo. 2 Section Advanced Section\nArmy Printing & Stationary Service…",,
British,na_uk_39,58,"Dear Mr Taylor,\nNo doubt you think that I have forgotten all about you and my friends of\nthe Audit, but never let it be said (this is an army term, if you please.)\nTruth to tell I have been going to write time after time, but have had to\nput it off for various reasons. I am taking this opportunity of writing to\nyou, while I am in charge of tonight’s guard. I get this job about once a\nweek now, it’s not so bad, I have three men and a man in waiting; we\nmount at 5pm and dismiss at 7am. We make ourselves as comfortable as\nwe can, in the guard tent, which just covers over the top of the sand\nbags, and these have got grass growing out of them now. The sand bags \nare about 4ft high and make a good protection. April 1st I got my two\nstripes up, after being a 1st Air Mechanic for 12 months, the NonCommissioned Officers have a very decent mess here, and everything is\nok. I am corporal in charge of wireless, photographic, electrical and all\ninstruments used on aeroplanes, I have had a very good education on all\nthose subjects, but the one I like best is the wireless, it’s far more\ninteresting than photography, which is a very big thing indeed out here,\nand a lot depends upon a good photograph of the Hun lines…\nYesterday I saw a nice little game between one of ours and one of theirs,\nafter our anti-aircraft fire had taken it up a bit higher, our machine went\nfor it and got well over the top of it, then two more of ours came along\nand forced it down, she tried all manner of tricks, but down she came\nalright, and landed a clean machine, not broken in any part, and the two\nHuns inside it quite well.\nWe gave a revue (theatrical show) to our chaps here on the 13th, it went\noff alright, we started at 9pm and gave a two hours show, am enclosing\nprogramme, and will forward a photo of myself as the ‘oldest inhabitant’\nas soon as I receive them from the Frenchman who took them…Kind\nregards to all of the section and the remainder of the agreements, and\nhoping you are fit and well. Good bye. Yours sincerely,\nF.R. Morris",,
British,na_uk_40,59,"Dear Charles,\nJust a line to let you know I am getting on fine. I have been in France\nsince Good Friday morning. Well it is not so bad, but of course not so\ncomfortable as the office work.\nWe had the Lord Mayor of London over to see us the other Sunday when\nwe were resting, he made a little speech.\nHow are all at the office? You might remember me to Mr Woodhams, Mr\nJones and Mr Cowan and the boys also the girls. I suppose Mr Redford\nhas retired by now.\nWe have been in the trenches since the 13th and I expect we shall go out\nshortly. Our little dugout has just been flooded out, a very heavy\nthunderstorm, but we have run it out. It is rotten to see how the towns\nhave been shelled to pieces. I don’t suppose they will ever be rebuilt.\nMy brother was home on leave some time ago that is the second time so\nhe has not got off badly. He has been promoted to Sergeant now. He\nseems to be getting on fine.\nHave you seen Ernie Smith? How is he getting on, is he still in the A.P.C.\n(Army Pay Corps, non-fighting troops)? As I hear a lot have been\ntransferred into line regiments.\nWell here’s to the time when the war is all over and we are back in the\nsame old place. The trenches where we were are only 25 to 30 yards from\nthe Huns so had to keep a bit low.\nMy address is 3343 Lance Corporal J. Davies, No. 1 Platoon D Company,\n6th City of London Rifles, B.E.F., France. You might drop me a line to let\nme know how you are getting on and any news,\nKind regards…",,
British,na_new_01,60,"The worst has happened. The War Office has sent us down to this place which is miles from nowhere. The camp however is made up of hundreds of huts is according to the ‘old uns’ at the game the finest they have ever been in, certainly everything is alright but the place is so muddy and my time is split up. One half getting frightfully dirty and the other getting myself clean again. However it’s all in the game and can’t be helped. There are twenty to a hut. The beds are three long boards on two trestles about eight or nine inches off the floor, a straw mattress and a straw pillow, and four blankets. Not a bit what I have been used to. However I am now quite comfortable in it and sleep like a top. Marvellous how you think we settle down to it. Don’t you think? We rise at 6.30am. Breakfast (porridge and bacon) at 7.30. Parade at 8.20. Drill till 10.30. Then half an hour’s rest. Then more drill up to 12.30. Dinner at 1 o’clock (meat and two vegetables and sweets). Parade again at 2.20. Then more drill which brings us up to 4pm. We are then dismissed for the day. Tea at 5pm (bread, butter and jam). After which we can do what we like until 9.15. By this time we have to be in our huts for the final day’s roll call and at 10pm. All lights have to be out. That’s what my day consists of at present. It may not seem much, and really it isn’t, but I am half the day cleaning up. The grub is alright but there is not quite enough of it at present. I think however this will be right as soon as they have made all necessary arrangements. For the time being the Non-Commissioned Officers seem to be a little overworked. This is the same every day, varied on two mornings a week with a long route march in the morning. Of course we only have half a day on Saturday and only a Church parade on Sunday. So altogether things are not so bad. The only thing is I can’t get away for weekends, as it would take up most of the time to travel to London and back. I shall try however and run up to town in a few weeks’ time if possible",,
British,na_new_02,61,"I had meant to write to you when I could tell that I was definitely settled, but as it now seems that some time must lapse before that happy consummation I decided that I would wait no longer. Felixstowe is the largest and most important of all the home stations. It is an ‘experimental and educational’ station, i.e. all sorts of machines and inventions are given a chance here and a large number of young officers are taught to fly sea planes. There are between seven hundred and eight hundred men on the station, the greatest proportion being mechanics. So you will readily appreciate that the work of the Stores Officer is no sinecure. Another man was sent down with me for training, he served in Gallipoli with a machine gun section and afterwards worried the Senussi (a reference to Western Desert campaign in North Africa) in an armoured car and as he collected eight machine gun bullets in his anatomy he was sent home and down here for stores work. He is an exceedingly good chap and my great chum. The stores here were being temporarily carried on by the carpenter, a commissioned Warrant Officer and it was quite thought that I or my friend would be appointed, as a matter of fact I was recommended for the post and was halfway through the ‘muster’ (stock taking) and only awaited confirmation from the Admiralty. But today orders came to ‘stand at ease’ and it appears that some other man is being sent here. It is really no disappointment, as I didn’t care in the least where I am sent, and I have now learnt enough to take over any old stores. I will let you know when anything is decided. Of the work of the station I cannot of course tell you much, it is all intensely interesting and one really feels quite near the thing. We have had four raids since I was here, and they are truly fascinating. We have a very lively six inch gun, quite near our billet and when she’s busy we begin to enjoy ourselves. The boom of the falling bombs, the crack of our gun, the shriek of its shell and the fantasia of a dozen search lights provide a most excellent entertainment, of course Harwich Harbour and our adjoining Air Station are objectives of the first order. I shall be very glad to hear from you and to know any changes or events in the Audit office, it all seems very far away and I can’t see myself back there again! I had forty-eight hour’s leave for my daughter’s wedding on the 23rd of August, she and her husband leave for India on the 23rd instant, a great wrench for me. I suppose you will have retired before I get back, but I hope we may not altogether lose sight of each other. Regarding this over, it seems all very tame but directly I want to say anything interesting, I am brought up sharp! Kindest regards to you and all my friends in the Agreements.",,
British,na_new_03,62,"How are things going with you now? I expect like the rest of us will be glad when the better weather sets in for there is no doubt about it, it has been rough lately. Since I last wrote to you we have shifted to another part of the line and it is a warm shop, for both sides must have all guns they can find and it is nothing but one long duel all day and every day but thank goodness it gives over a bit a night so that one can get on with their work. You see of a night the flashes of the guns can be seen so plainly that is why they do not fire a lot then. Just on our right our people retook some trenches we had lost, oh what a rough time the poor devils had, snow and mud as much as you like and they had to lay in it for two days and grub could not be got to them. I expect there have been a few more from Paddington called up by now, it seems if the authorities mean to have all the men they want and if they can’t get them one way they will another, and it certainly looks as if they will be wanted for out here. One cannot see any signs of an early settlement. I see by the papers that the air raids have been busy in England again. I suppose you have not seen anything of them yet, has Rory Moore had any more frights? We have the taubes [German aircraft] over our hospital nearly every day or night and I can tell you we got some starts at times. The nearest we have to them since I have been here is just one yard from the main door, at 12.30 it blew in two pairs of double doors and shattered on end of the building to bits but not a great deal of damage to life which after all is the main thing. The arrangements we in work is five or six days up the line and four or five down if you are lucky. Of course at times these arrangements go to pot when there is an attack and we get a warm time and I should like to enlarge on these things but of course you understand I cannot.",,
British,na_new_04,63,"No doubt, perhaps you had thought I had forgotten old friends at Paddington, but such is not the case. We so not have much spare time for letter writing now. To tell you of all our adventures since we left England would take too long here to relate but I will save for when I come home. Perhaps you have heard, we were only at Farnborough four days, before we were sent over there. By God, old chap we did have a time of it, the first fortnight. Living on bully beef and biscuits, travelling day and night and sleeping anywhere and doing long tramps with full kit on nearly done us in as we had no training. We managed to stick it through, but I thought poor Percy Smith would have to give in as he was very queer with toothache. The first six weeks we moved about from place to place doing all sorts of fatigue work, bar our own. Lambert, Smith, Collins and myself are now settled down in H— the place where Mr Laker’s son was so long at. Collins and Lambert have been fortunate enough to get temporary clerical work during the last months. I was promised one when on the 17th of last month I was wounded by a bomb from a taube which landed clean through our billet at 12 o’clock at night, when we were all sound asleep. I caught it in the thigh, but luckily it was only a flesh wound, but I had some awful bruises from the debris which fell on it. I have been in hospital ever since at the base, but I am pleased to say I am now nearly well again and in a convalescent camp three miles from there, overlooking the sea. We are not allowed to put our address at the heading of a letter so I will put it here: 2AM /W.P. Mansbridge No.16929, Royal Flying Corps No. G 21 Hut no. 6 Convalescent Depot, A.P.O. S.17, British Expeditionary Force. After I am discharged from here, I shall be sent up to the base and then up the line with the “best of luck” as the Tommies say out here. I am hoping to get back to H— as I was so happy and with such decent fellows there, but I don’t think it probable. Lambert, Smith and myself, often used to talk of old times and wondered how things were at Paddington. I daresay Gerald, there are not many young fellows left in the Audit are there, has Mr Horsley gone? Do drop me a line when you have time, as I assure you old boy, it is a real treat to hear Paddington news. I have never felt in better health, army life certainly agrees with me also with Lambert. Billy Button is at headquarters, got a cushy job. I believe I saw him once there, but I have no idea where the other G.W. fellows are. I am afraid I am not very fluent with my French yet, I could have done with your services on several occasions. How are Mr Slater and other members of the Stats. (or is that department disbanded?) Please remember kindly to them.",,
British,na_new_05,64,"Just a few lines to let you know I arrived safely after visiting several places which I am not allowed to mention. This place is quite oriental as the fronts of the houses are for the most part looked after and kept in repair, while the backs are allowed to go, and it gives one a shock to see a fine building in the front, and then to go to the back and see it all neglected and ready to fall down. It is very hot here during the day and the swarms of flies and mosquitoes keep one very busy and I dread to think what it will be like in the summer. It seems strange to see oxen drawing carts and donkeys with packs on, but it is a very common sight here. I sometimes have to go to the big steamers in a small pinnace [ship’s boat] and when it is rough it requires some nerve to walk along the sides of barges that are pitching and tossing and then climb up the ship’s side by a rope ladder, but it comes easier in time. It is very mountainous here, and we get a very fine view of Mount Olympus and the snow-capped peaks. I had to go by motor up country the other day and I had to grip the side of the car as the roads are awful and sometimes there is only just room for the car to travel and a sheer drop on the other side. The labourers at the docks are Greeks and when they are taken on in the mornings it is a regular Babel ‘till the Military Policeman uses his persuader (truncheon) right and left and that calms them somewhat. I have not met Mr Cox’s son yet but should I do so I will make myself known to him. I have had to revert to sapper again as there are not sufficient men of our staff for us to remain N.C.O.s but if it is brought up to strength I am promised them again. The first person I saw here was Gray of the Stats (Statistical Department), and we are working together. Trusting that you are quite well and with kindest regards to Messrs Cox, Slater, Rogers and Hunt.",,
British,na_new_06,65,"Just a few lines to let you know things are going. Am having a fairly good time nothing at all to grumble about. I don’t think I shall be going to France for a few months yet. I met one of the chaps from the tickets department last week he is in the R.F.C. down here. Some of us were feet under canvas for a fortnight but owing to the wind and rain we were moved back to the huts. When we were under canvas, we used not get up till 8 o’clock, we were supposed to go on parade at 6.15am, but we dodged that. I enclose photo (not dressed for the occasion) outside our hut L20 or Hell 20 as it has been called. I am looking forward to seeing some of the office chaps when I am able to get leave. I hope your brother is getting on alright in France. Hoping you are ‘in the pink’ like myself,",,
British,na_new_07,66,"I guess you wonder what has become of me after this long silence, but you will see I am a good distance away from the homeland now. I arrived here early in April and since the start have been getting on quite well. You may be interested to know that Gray from your department is also here. It is rather strange that I should rub against him. The weather is brilliant, cloudless skies day after day, but it is very hot. There are plenty of mosquitoes about. They are very tantalising. A net is practically a necessity for sleeping purposes. I am billeted in a warehouse, it is a very old place, and has stood hundreds of years. I should think, according to its general appearance. I have not picked up the lingo yet, but French is chiefly spoken, and I much regret not having studied it more when I had the opportunity at home. This town is a queer sort of place as compared with some of the French towns we know, and am sure I shall not wish to see it again when once I leave. The cafés are not so gay as the French, but I manage to have fun occasionally. We have got a piano and gramophone to amuse ourselves with. I hope we shall be able to have another trip to Paris, when the war has cleared up, but of course when is a question nobody can answer yet awhile. Shall be very pleased to hear some news of you, and conclude now with all the best.",,
British,na_new_08,67,"I am sorry I have been so long replying to your letter, but I have had my hands rather full just lately, so hope you will not mind. As I cannot get at my kit bag at present I shall only be able to write you a short letter because I have nearly run out of paper envelopes, so I shall have to make up for it next time.",,
British,na_new_09,68,"I expect you wonder what has become of me as you have not heard from me for such a long time. The reason is that since the 20th September I have been suffering with enteric (typhoid). The exact diagnosis of my case being para typhoid B. I have not been up three weeks until next Friday, but since I first got out of bed I have made splendid progress. I was in an isolation hospital in France for six weeks and previous to that in a General Hospital for eight days. I arrived here late last Wednesday night after a very decent journey. This is a beautiful palace surrounded by a park in which we can walk about and we are allowed to go to the post office which is quite near. I am quite happy and comfortable here, it is a splendid hospital. We have a concert or cinema nearly every night in the big hall. Food is good and plentiful. How long it will be before I am considered fit again I have no notion, as a rule it takes months for a person to get right again. It is a very funny and beastly complaint. During to the whole time I have been in hospital I have received every attention and kindness. During the months of July and August when I was in the Somme district I had a very rough time, was nearly worked to death and had little sleep. At one period we had to commence work at 2am but we were supposed to rest in the day but we could not get any. However, it was all in a good cause and we got through it. Ambulance trains were loaded up at the station where I was and we saw some awful sights. English and German wounded. Perhaps I picked my fever up at this place, but one never knows. While I was in the isolation hospital in France I was kept for three weeks and two days on liquids but I am pleased to say that the doctor has now put me on ordinary diet. With the kindest regards and best wishes to all, I remain yours obediently",,
British,na_new_10,69,"Thank you and the other gents very much for the cigarettes which I received yesterday on coming out from the line. We have been having exciting times lately. Our division took a big part in this new advance on the Ancre. In fact, it was our Brigade that captured Beaumont Hamel, and after two days hand fighting the ridge beyond the village. We went over before day break on the 13th November and from there till the evening of 14th we were properly in the midst of it. The greatest handicaps we had were fog and mud. It is really wonderful how the boys kept their direction in the mist which was very thick while the mud began to swallow one up unless one was wary. The Germans thought the village was impregnable, and up to now it has resisted all efforts to capture it. Their artillery and snipers gave us some trouble, but once we were at close quarters with them, they absolutely refused to fight, and were only too eager to be captured. For the most part they were a very measly looking lot and very young and some of them burst into tears when I pointed my bayonet at them. By Jove, Bertie, those Germans look after their creature comforts. Fine deep dugouts and any amount of shirts and socks and cases of soda water etc., I got a souvenir or two, a German helmet and one or two more things. The worst part of the whole business was cleaning up the battlefield afterwards. That’s about all the news. Regards to the Audit agreements section and the rest of the boys. [Lines censored]",,
British,na_new_11,70,"Just a line to let you know I have not forgotten you. I received a letter on Tuesday 3rd of January 1917 which you sent to me on August 24th 1916. By the marking on the envelope it has been round to various regiments and officers, but it has arrived quite safe at last. I received the letter you wrote in October quite safe. I am sorry I have not written before but we were rather busy when I received your last letter and we could not send more than a field card for about a month. Well I am pleased to tell you that I am still going on first rate. I expect you will be surprised to hear that I have left the Northamptonshire Regiment and am now attached to the Army Printing and Stationary Services. We are opening a new branch in the photography line and I am here as a photographer. I am unable to tell you more than this up to the present. I expect Harry will be pleased to hear this as he used to give me quite a lot of tuition in this respect.  There are only two of us here up to the present and as the dark rooms are not finished yet we are having an easy time. The Officer is away in England just now getting some more photographic apparatus so we are on our own and I am in charge. We are billeted with a company of Australian electricians, mechanics, mining and boring engineers and are having a fine time. There are a good lot of fellows and make us very welcome. We had a grand Xmas with them and they know how to enjoy themselves. You can understand what a change this is after being in the line. Just before I came on this job we had over a month in and out of the line waiting to go over the top when the weather was favourable. We went in for four days then out for a rest for about three days then back again. The water was over our knees in the trenches and it was impossible to use the communication trenches at all. We were holding the front line with two platoons (I should say our boys’ section of the line). Our platoon was twenty two strong including the Officer, and during the bombardment we had eight put out in ten minutes. There were no dugouts of any description there, so you can imagine what it was like to stand there for four nights. We hoped the weather would be alright so that we could go over and get it done with but it was not to be. We were out digging one night when they let us have it for five hours with gas shells, we had two chaps hit with them and put right out.
The sights and smells were awful, as a good many of the chaps lay just as they fell during the advance. It was impossible to bury them. Also there were about a dozen dead horses round about in the mud that were killed by shell fire while bringing up ammunition for the guns. Our guns never cease down there, as soon as one section stop, another lot open out so you can tell there is Somme noise. The last time we came out, was for forty eight hours’ rest then in again and over, but the troops were in such a bad condition that the doctor sent in a report saying we were not fit for the line so two other regiments in our division went over in our place. We were held in reserve and I am glad to say not required after all. Well I think this is about all, for now, I have been with the A.P. & S.S. since December 1st and I can tell you, I hope I shall stop here. I have no desire to go back to the line. Kindly remember me to all old friends. With kind regards to yourself and all on Section 4.

",,
British,RC_01,71,"My Dearest Will, I feel I must write you again dear altho there is not much news to tell you. I wonder how you are getting on. I shall be so relieved to get a letter from you. I can't help feeling a bit anxious dear. I know how you must have felt darling when you did not get my letters for so long. Of course I know dear you will write as soon as ever you can, but the time seems so dull and weary without any news of you, if only this war was over dear and we were together again. It will be one day I suppose. Don't think dear I am worrying unnecessarily about you, because I know God can take care of you wherever you are and if it's his will darling he will so are you to come back to me, that's how I feel about it dear, if we only put our trust in Him. I am sure he will. I wonder how your Cousins are getting on dear. We are feeling very anxious about George, as no news has come from him yet. We can't understand why his wife doesn't write. How are your hands now dear? Mine are very sore, so chapped, and my left hand has got several chilblains on it and they do irritate. I could scratch it to bits. Have you been receiving the books I have sent you dear. I am very pleased to say dear I am keeping very well indeed, and I trust you are the same. There has been a bit of a fuss over Arthur this week. He has been trying to get in the Army unbeknown to his parents, but Mrs T. thought his parents ought to be informed about it, so she wrote and told them about him and he had to go home in hot haste last night. I guess he got in a fine row, but he won't say today. He is as miserable as anything. Really Will I never saw such a boy as he is. I am afraid he is going to the bad. I don't know if Mrs T. will keep him on or not. He says he has to join up in a fortnight, but as he is under age I suppose his parents could stop him. I don't know whether they will or not. For my part I hope he does go, he will be a jolly good riddance for there is nothing but rows and deceitfulness going on where he is. Well darling I don't know much more to say now, so will close with fondest love and kisses from your loving little girl. Emily. P.S. Cheer up darling, and don't worry about me. I am quite alright, only anxious to get your letters. There is good news in the papers. Love from Mum and Dad.'",,
